,mouse,condition,CAR 13:0;O4,,FA 16:0,FA 18:1,"NAE 15:1, SPB 17:2;O2","FA 17:1;O, MG O-14:2",FA 18:0,"NAE 15:0, SPB 17:1;O2",,,ST 21:5;O8;GlcA,,"FA 20:4, ST 20:1;O2",NAE 17:4,CoA 10:0,FA 13:3;O4,ST 25:7;O7;GlcA,ST 20:5;O3,,,ST 21:5;O3,"FA 22:6, ST 22:3;O2",,,"CAR 11:0, NAE 16:1;O2, SPB 18:2;O4, NAE 15:1, SPB 17:2;O2","FA 22:4, ST 22:1;O2",,,,ST 18:5;O2;S,,PIP 22:4,PIP 22:3; PIP3 36:3;O,"FA 20:2;O2, MG 17:2, MG O-17:3;O",PIP 24:5,"TG 73:1, TG O-73:2;O","SPBP 15:3;O3, M(IP)2C 28:5;O6",ST 22:6;O;S,NAT 11:0;O3,LPA O-16:2,"CAR 11:0;O4, CAR 10:0; O2, NAE 15:1;O4, LPI O-32:6;O",ST 22:6;O2;S,"LPA O-18:3, FA 22:3;O3, MG 19:3;O, ST 22:0;O5","FA 22:2;O2, MG 19:2, MG O-19:3;O, SQDG 33:0",MGDG 67:3,"TG O-81:14, MGDG 68:4","LPA 16:0, LPA O-16:1;O","LPA O-18:3; FA 22:3;O3; MG 19:3;O, ST 22:0;O5",CAR 13:1;O4,"CAR 15:1, NAE 20:2;O2, MGDG 41:9","LPA O-18:2, FA 22:2;O3, MG 19:2;O","CAR 13:0;O4, CAR 12:0;O2, NAE 17:1;O4, CAR 11:0;O2, NAE 16:1;O4'","TG 81:10;O2, TG O-81:11;O3","FA 23:6;O3, ST 23:3;O5, FA 22:6;O3, ST 22:3;O5, DG 20:5","LPC O-13:1, LPE O-16:1","FA 22:1;O4, LPA 18:0, LPA O-18:1;O",NAT 22:4,"CAR 17:1, NAE 22:2;O2, MGDG 45:9","TG 87:19;O2, TG O-87:20;O3","LPC O-15:2, LPE O-18:2",ST 26:5;O5,"LPC O-15:1, LPE O-18:1, CAR 17:0;O, NAE 22:1;O3","LPC 15:0, LPC O-15:1;O, LPE 18:0, LPE O-18:1;O, CAR 17:0;O2, NAE 22:1;O4",,"BMP 21:1;O, LPI O-18:2, PG 21:1;O","LPI 18:0, LPI O-18:1;O, BMP 20:0, LPG 20:1;O, PG 20:0, PG O-20:1;O","LPA 34:2;O, LPG O-31:3, PA 34:1, PA O-34:2;O","LPG O-33:4, PA 36:2, PA O-36:3;O, LPA O-34:4","LPG O-33:3, PA 36:1, PA O-36:2;O, PEth 34:1",CerPE 38:1;O2,"CerP 39:1;O4, LPC 31:1;O, PC 32:0","CerP 41:2;O4, LPC 33:2;O, PE 36:1",CL 74:0,"PA 40:6, PA O-40:7;O, PEth 38:6, DG 41:7;O2, TG 41:6;O","HexCer 36:6;O4, CAR 34:6;O4, DGCC 31:5","CerP 43:5;O4, PE 38:4, DGTA 34:4, LPC O-34:6","CE 21:5;O3, DG 45:9, CL 78:6","PE O-40:7, PC O-38:7","PE 40:6, PC 38:6",CL 82:10,SHexCer 36:1;O2,"LPI 33:1, LPI O-33:2;O, PI O-33:1","PS 39:5, PS O-39:6;O, PT 38:5, PT O-38:6;O","PS 40:6, PT 39:6, PC O-37:8;O, PE 40:7","LPI 34:2;O, PG 35:2;O","PI 36:4, PG 38:5;O","CerP 47:3;O4, PC 39:2, PE 42:2",HexCer 43:6;O6,"CerPE 42:2;O6, SM 39:2;O6","PI 38:5, PI O-38:6;O","PI 38:4, PG 40:5;O","PC O-43:11, PE O-46:11, Hex2Cer 34:4;O4","PG 42:5, PG O-42:6;O",SHexCer 42:2;O2,"TG 52:10;O3, CerPE 44:3;O5, SM 41:3;O5","PE 46:6;O, PS O-45:6, PT O-44:6","TG 53:10, PA O-52:11","PC 41:3;O, PE 44:3;O, PS O-43:3, PT O-42:3","PS 45:5, PT 44:5, PC 42:6, PE 44:6","CerPE 44:2;O6, SM 41:2;O6"
0,1,0,7.711691471159094,7.839541647437414,7.995669510526609,8.135699171466149,8.140836779250106,8.145895011189326,8.146002146194482,8.151103074385562,8.164793433777822,8.175067305053545,8.180344410765976,8.229005353151088,8.24427981915136,8.24904537540904,8.25774529812172,8.262556635679314,8.267262422919227,8.281550015377453,8.299427879068395,8.335514995373204,8.345110018119497,8.354170940738554,8.35774730547208,8.357806079698204,8.35858778688337,8.371835412408435,8.43485646429626,8.434862205029306,8.43895311340446,8.439033714300354,8.500043009914874,8.531902401954683,8.5358091493168,8.55162869721478,8.581686244869717,8.585080390221412,8.585476703322925,8.589256701317582,8.593009475007069,8.611851088167006,8.615547352235298,8.647959364883892,8.648338722498837,8.655568211046523,8.65825864393759,8.67246057160652,8.676783992759113,8.704732318547167,8.708197281884063,8.708295808472851,8.711684497190657,8.715134148128573,8.734778273071598,8.765700115112987,8.769116510957346,8.772365463114248,8.77567264081517,8.801876380727803,8.80736259657068,8.852676291804377,8.855564285184496,8.858952487592644,8.907814278756604,9.076951668959513,9.183154602877565,9.227173824894868,9.395483388737867,9.450162886101188,9.454313766743255,9.482949298587897,9.488911161312743,9.540221675429402,9.542164616026556,9.545912035420507,9.547845276183741,9.58220366096147,9.584089412261298,9.597189527624334,9.626678845289861,9.628510745832603,9.655597609705563,9.65739160369069,9.683928514525554,9.704802883080667,9.706537181359517,9.74400787253575,9.75254834462586,9.779054421291569,9.780699425701881,9.78712823502683,9.79041511239869,9.792049597928468,9.793680047890936,9.79541552793847,9.797043885289586,9.798685902379773,9.800309082396973,9.821152061915942,9.824364051357712,9.825959180628494
1,1,0,14.51131939528406,18.197730810414377,14.908755209541184,17.737861510106413,15.495787590970352,14.347641933668937,17.818862054407123,15.492682779929156,14.455148809617638,15.416162350475895,14.367171639954302,17.47650914002896,16.87289848242043,14.3467542731001,15.762799393344727,17.581885108203643,15.629918398882353,16.398187703812948,14.968298037011381,15.18491222693498,16.398187703812948,16.4398530491551,15.643324596106407,15.32994133289833,14.797211948301076,15.25022525210909,22.038214511624993,20.92084283658839,16.31978653505382,16.289971575528593,16.458070981604298,18.30536400851383,16.48176424306105,16.255946546967138,16.841772407298908,15.554790765299083,16.858624898172085,18.583052120307514,16.604384282066828,17.345163860928686,15.095214135123642,16.763891484963708,16.993771109578574,17.43320582926889,15.984892963535508,16.829270895243177,15.332655174680632,17.986974861242494,16.041529853813064,15.53241312514187,19.932487545477397,17.79989066984001,16.53311275861268,15.705731314334987,15.120614393168339,18.04551593869397,15.916575278508706,16.212172306458953,16.06678379450088,16.492594014477184,14.967427962673103,16.19227441052791,16.666694018051757,16.70051994311313,15.723250058935822,14.95034236732925,16.854226332288743,16.35528317777576,17.824402317057654,14.571461804726821,15.106237780059223,16.742899169301197,15.69800990532109,16.95562356142885,15.884995813781288,16.564718379625024,15.518059754374642,15.992008275695827,16.195591990181374,15.664974709006458,19.14752714548935,18.13134687758141,18.32773230718594,16.12849466182241,16.10013342310009,15.383567858042857,18.74760813469071,20.019994801200937,19.116148832283287,15.174997620628895,18.230609560810755,17.527889020324974,15.873973281345679,21.284851192111542,20.386937516088054,19.841915112897723,18.90898839026959,19.176400090320083,19.668054919855624,18.812714776291916
2,1,0,14.181726629304535,18.195873896512502,14.880400616831002,17.549618891765352,15.066773866752813,14.295141826264386,17.66543868442339,15.265068540745206,15.054567853058764,15.243837566911948,14.203452167458963,17.20420598679191,16.764192190330835,14.589754095396504,15.99582122752259,17.50704349666536,15.19556614892211,16.336348113107277,14.713881240050451,15.255496127009533,7.119683291859924,16.2856258302695,15.847793283672088,15.430206620620984,14.54971009341866,15.033683761176109,22.13131639706411,21.05982030940416,16.11090632482379,16.394809272287343,16.67097845483043,18.24621641381527,16.41433753376906,16.21760015135747,16.826859873559197,15.772890342782528,17.005576990543698,18.649331469024848,16.59695935498174,17.207325629574868,15.082177186853736,16.781462492893688,16.88829485417003,17.18931627470511,16.686336295327294,16.879037976096054,15.00839861471829,17.928739942303054,15.667844213846665,15.100242486445426,19.80326564330492,17.661956671469113,16.59376682887551,16.1407687902915,15.456387957772227,17.943537199050567,15.419774113749952,16.02456650127576,16.19992803997465,16.564800256669113,15.07137862646621,15.979791254523928,16.487940871964987,16.768784516641034,15.36866473775772,14.65991001761148,16.144542460359624,16.473653763510836,17.778158903986235,14.271063997908865,15.40069979795383,16.66984045810724,15.575417506569655,16.8980908037291,15.762597931138131,16.336348113107277,15.261982904636902,15.855366439914755,16.133753603645246,15.598449108748412,18.800945363472234,17.756627158540105,18.227675920451674,15.990925048237752,15.94897038817958,15.29203428376596,18.664043476455902,19.89385358319826,19.017997951674708,14.909305436899233,18.292862827986635,17.311318904380876,15.44830021222081,21.311401558811607,20.447959283096978,19.80369892247168,18.966536037150625,19.134159825057935,19.67812182279426,18.813664720130426
3,1,0,13.892525345640907,18.371113264118126,14.6732219187653,17.445730984604605,15.024310227870528,13.314240210139646,17.444567893863006,15.150503660505413,14.886342709356503,15.2303203940374,14.41079858923209,17.149065581765772,16.567251259426218,14.839300389840151,15.63488827135757,17.47717688512181,14.91901686261227,11.85612237781574,14.54623502747569,15.017051104832545,13.530906133043764,16.215500621679805,15.838167207301975,15.563635824443987,13.691807792660752,15.390782611570236,21.937572407220134,20.835206462306868,16.26810452995791,16.44508110046731,16.462093304480334,18.08449463930485,16.580841401698656,16.0535727862748,16.647676562125227,15.683374642571739,16.910888505822587,18.560863534658846,16.543698163318947,17.06829922530568,14.615724379222916,16.41739787796918,16.743574871926498,16.8864209002153,16.352626767363457,16.944660308163584,15.144026875140574,17.733581214223502,15.394601340592656,14.948700665965909,19.586205539476254,17.320802387666465,16.61452884772467,15.906079635380056,15.441723407117093,17.727352902353047,15.817077116174332,16.010646590622425,16.20324338862867,16.656013862311944,15.141126797660833,15.60804257539162,16.132677578182818,16.91661066608987,15.234846975984254,14.717289419179993,16.28648477798048,16.35987922189872,17.756644269516208,14.196624426166371,14.947748773597539,16.549540112994837,15.345001381297674,16.709614422850322,15.279762198967228,15.64860096721148,14.584606388361731,14.914112103337468,16.015988087190497,15.138569681769548,18.642386843000534,17.497788282990058,17.918795810663863,16.39914079378005,15.247567219612739,15.39249381135331,18.32799115767456,19.693705724497875,18.805737935340158,15.273852757741674,17.88623991839642,16.875101317430197,14.902527093081321,21.039822487007402,20.11498056881378,19.53692340381306,18.733744027739423,18.978879927919277,19.566385011935882,18.67153847944165
4,1,0,14.075752401131826,18.553373067958372,14.527319578576725,17.370655208789437,14.720934381345689,13.750030784932028,17.303680883299442,14.648648789295738,15.006541977068329,15.017005487454398,13.775298994348859,17.2361889308517,16.408069270025543,14.407778313816276,16.16674951867234,17.2593364259996,15.263629221244322,12.958034607842642,14.358335274244386,15.499270963708474,13.249123213538846,15.954755756634581,16.13870986458249,16.014893465743874,14.115049667202346,14.941291737369266,22.413102238434785,21.37685027159808,16.515090125427463,16.761743612770058,17.080595640524784,18.20828712409054,16.543763388633145,16.152296519881208,16.722505934083248,15.895401484770366,16.939654777998335,18.579288069909836,16.631466524934396,17.05859232203489,14.635763369699756,16.521600717481938,16.603566675537557,17.02716451878515,16.482172244430895,17.396060657287027,14.627719531651303,17.750284672289055,15.66648256576216,15.230907557619224,19.693642786887917,17.514098179028757,16.808095705867512,15.818037200941244,15.107950393169984,17.788336995359447,15.60537626020215,15.59065268151242,16.648733378702612,16.53123841274968,15.3898877090004,15.860995910669358,16.311610176808877,17.225149144030713,15.419834349912588,14.344151985435454,16.387162251602255,16.25153754545607,17.7257016609873,14.637084399077718,13.795096125454856,16.715463428724895,15.62724729111604,16.764758163160984,15.299405303379732,16.124680545292875,15.193057246421969,15.713064421819682,16.443305641822885,15.493214031962433,18.771874073333844,17.72913686504508,17.99527618799042,16.24811066168519,15.764613077058419,14.407106143421379,18.52320482505641,19.795291456674015,18.811204956674942,14.912710129492597,18.11519360863227,17.190990707020024,15.549469135699706,21.17926624116157,20.23340277280896,19.822951379538864,18.96086800988095,19.04622801301894,19.586281857171205,18.777120356955567
5,1,0,14.215542553043566,18.39760434258581,14.685675931666918,17.315710437983213,14.619360183613889,13.840248349053251,17.432302457387006,15.187612785497082,15.184929513948948,14.909194792946609,14.294386246948386,16.991595661411786,16.560652893839706,14.87749955664433,15.910257927024166,17.395238449139487,15.098130748142541,12.51698302281835,14.243715580853152,15.371593053957879,11.944877426213747,16.44173777777218,15.75939892893507,15.589923108647287,14.153311363212872,15.170662879270385,22.186680347845353,21.035955017628986,16.343296505410517,16.640763377729517,16.824716302017055,18.1611881232983,16.54093687669756,16.101863567144314,16.560977172762627,15.71363213728777,16.788282927576937,18.435584577387413,16.611154790840786,16.924196150278934,14.596190776996819,16.280796450325703,16.647437633823568,17.108716608857392,16.409596977556532,16.879908756557278,14.945717042529495,17.69609007892923,15.410327226181796,15.08281675077875,19.608376052548795,17.365806927129643,16.50636588660832,15.480482201270092,15.060161229392655,17.631483713685416,15.312983071296125,16.02644942951387,16.26758373744452,16.345312514329756,15.33501317456058,15.662986417286564,16.221815747316274,17.145177582626726,15.025490628489578,14.856406266775235,16.251636969541654,16.41107676765922,17.637209405995282,14.895042046356034,14.751170340810985,16.46359847854377,15.392062750432878,16.794672128492127,15.551811680098906,16.31965297083201,14.796823706312965,15.718780102935506,16.45395280678358,14.787658378837525,18.84290344342865,17.77597734373206,17.870974046162946,16.299235307020695,15.482960858875817,15.374364708396772,18.406004856287446,19.545883239419553,18.642013315552727,15.058508638057416,18.02737687394221,16.894143141840583,15.07808379669482,20.940741447712472,20.011954619804566,19.504049827637765,18.637497112771328,18.78273694189976,19.307199164466837,18.432915390390445
6,1,0,14.104279852316154,18.742542752692977,14.077137890902236,17.190826663414832,14.751907856114135,13.995880128643456,17.191773061209428,14.795981355662567,14.796769810430355,15.033228037676245,13.79178754312941,17.018601531389994,16.18964984054093,14.205356801963234,16.162792749490468,17.39028367783975,14.898337482415297,11.507214229869312,14.432004650129697,15.101774257142514,12.08145613840788,15.963246037006934,16.083566397835266,15.83183333223535,13.860458585141268,14.779740792757813,22.16515629380219,21.15988806121284,16.415667810489825,16.288346698154434,16.8391747169508,18.20334795137812,16.548453999655944,16.47939430084579,16.75251187209117,15.751526133603466,16.997430051519288,18.701613742411396,16.73276292705358,17.174564118370306,14.94428654395259,16.549735758540127,16.68058613020493,17.05784087139263,16.53227824069448,17.10205667333042,14.714205423559699,17.73083917292555,15.444144569800093,15.22859318651136,19.610280832998903,17.463763371305124,16.672061211770433,15.675030765727858,15.05853283801069,17.731789127657436,15.498284958789965,15.519824244070547,16.053169636615312,16.510348754841228,15.140051352585452,15.772507120322818,16.260348269562755,17.10964691806734,14.980747120687637,14.647819303890696,16.272357295478752,16.367847569679263,17.80646404788723,14.707006370883732,13.752605048632038,16.676011565742847,15.054277996472084,16.781203691905674,15.502464868069913,16.14446938874208,15.594893015358418,15.469829108433318,16.406795429158315,14.934203455920281,18.72735994202503,17.60683902148756,17.850321232098963,16.077905037986998,15.58915592572464,15.519229192543223,18.61964963601683,19.60565032278471,18.724459263109736,15.00747208357082,17.93589452927743,16.98502695234342,15.387377317750419,21.06868666685676,20.16267278794138,19.678889227893187,18.883097921341548,18.917764913347153,19.424398467592475,18.79262560730762
7,1,0,14.443797517158734,18.81768798481662,14.372385259777023,17.44697704383897,15.148347781005468,13.9310325713809,17.311947497055172,15.029456553452844,14.463404779667322,15.39479736800654,14.440741837709744,17.24232087129533,16.4507714652374,14.096911311288533,15.869838961089046,17.240477021417426,14.98530995935976,16.33167879875996,15.0326197058959,15.254300317931692,12.522971684174905,16.04922271605869,15.959615314942454,15.52668401667372,13.627749958653377,15.07772181515612,22.100555963117717,21.077807658039845,16.47672319133176,16.460370094854067,16.762961344866135,18.16845234649001,16.28438813114972,16.13951145153632,16.68980178173128,15.902134301296291,17.028016967686078,18.55485100506069,16.553992317114876,17.039155523795497,14.746835694870493,16.396728332014963,16.890322967248686,17.1174958278963,16.33167879875996,17.24707474215027,14.888148691401353,17.792064342670628,15.525893533168247,15.468202157368715,19.6550368643827,17.51667989751528,16.691302950975448,15.76300229383533,15.429737779321968,17.841648964650275,15.471996135570208,16.1260774318575,16.176272524870917,16.61708418340569,15.189002152406724,15.814737931093111,16.421261325683986,17.154282809530244,15.311751822160169,14.723973361436574,15.951671795059594,16.382693936703166,17.70509215890307,14.125910349177136,15.270946617922515,16.642674249431163,15.60091810919826,16.661747814668264,15.824042350382692,16.196437451007654,14.891097075049275,15.181860294855497,16.473158971867438,15.182251419313506,18.909620328269312,17.88774712111108,18.18569525939023,16.32941348354285,16.03771894527912,15.216704344410491,18.65602203762521,19.907271280082682,18.97238835783803,15.418342773667762,17.961989833778755,16.99128731028182,14.678262341075508,21.25044892490631,20.33143236238624,19.857562901786956,19.007960114717463,19.217016016396297,19.733144098114966,18.871073375514502
8,1,0,14.130398464258333,18.768164812640578,14.721340272896427,17.4022720145776,15.085800360791142,13.009100458770712,17.50404511408591,15.004522808342653,14.517136251368447,15.157452603597465,13.685642803961622,17.169843915391862,16.53706081405139,14.717457492365146,15.876210034513575,17.511110053807283,15.418923165659036,12.323411685272527,14.362030016962752,14.842907419271718,12.987610376638937,16.150303174235326,15.842827371362809,15.71875542323142,14.730641486184412,15.163264628346814,21.979446115515795,20.86825509847615,16.30540479834909,16.315154493169,16.61311675049523,18.29178354944802,16.311554996905254,16.204505184720542,16.64945619853001,15.532534159742516,17.056643043207494,18.60390186699451,16.641128555525793,17.199846103783596,15.22755521277039,16.51150630648837,16.58373837084256,16.949382642735767,16.3457607146566,16.98820508348575,14.739606886711787,17.78431190743762,15.242312411607099,15.344471975963565,19.592512803144476,17.5336449392983,16.52403355532124,15.508999199112997,15.273948043029579,17.684933999707916,15.767114940989863,16.008517004445913,16.39513125241446,16.533253900763405,14.930349778654206,15.743363378881106,16.363405810962174,16.888830329811352,15.348867734655295,15.26614277658528,16.163705576029336,16.832402583627374,17.786100260361458,14.864553170244697,14.983744888081993,16.775414671097458,15.163162175846201,16.963827043250358,15.52821604134351,15.892769479202926,13.411468282207922,15.514947505007655,16.373852926770525,15.825006620095259,18.680167872887164,17.566946960557125,17.70409429884535,16.181975027023263,15.847674553123204,15.276039284876015,18.386500750339057,19.420869370598428,18.481959022601878,15.236594817227017,17.72798238145403,16.81097016209752,14.917813193318809,20.830895738246515,19.962790125401533,19.42191965119399,18.610626578738827,18.84448901553672,19.34995616269037,18.514572392162542
9,1,0,14.386395330100441,17.976358968355665,14.64520484769397,17.508208691482718,15.375675775306863,13.767706856952998,17.8022042501499,15.472953346807634,14.094059625188496,15.589144763435325,14.968416506340198,17.476459201056798,16.769833457815,14.854507736702685,15.502029071878779,17.32392814114111,15.161800958038965,16.466990884341676,14.667982363420432,15.307127812369098,13.230841546860951,16.480916915741467,15.61031692686335,15.067482418323879,14.47672747050474,15.057248521787773,21.837123105156184,20.71054446536982,16.23443893352725,15.992340250253978,16.726724223201703,18.021419686390423,16.38307692575364,16.18645274951668,16.51007184397888,15.557310273569364,16.888406523764356,18.510663802649965,16.613552011889304,17.349491991791357,15.172721575216588,16.502598924332123,16.873840688680975,16.97497481612425,16.282698947677837,17.042272590844195,15.286954072645212,18.00589837602246,15.614185663889502,15.333864877796167,19.95431090730647,17.780374305061454,16.608486293396187,15.975795221000503,15.152785424612453,17.96592569380501,16.002597768898895,16.048911516453863,15.908810104242269,16.615420005609128,15.428040098024457,15.88884946614596,16.64051225244662,16.717061048580103,15.721098463054073,15.079356593547338,16.592544828971054,16.40885412838073,17.886246157145415,15.551913923241246,15.513658252857905,17.127349896577375,16.22284465721457,17.346678492311707,16.12264260728272,16.513745945091436,15.023855414717087,15.13242798048915,16.69751083344401,15.436565401065973,19.438323942856186,18.360875245610494,18.49953841419539,16.466990884341676,15.850250581014754,15.733156966123072,19.0054939874985,19.988987971086452,18.992696548405753,15.264052816025428,18.110997397044525,17.051272933836945,15.144860976453336,20.995852401251504,20.089032648507377,19.458904674558106,18.641146672768723,19.165781046895077,19.555190104003486,18.775262087027023
