# Exported with SCiLS Lab Version 12.00.15110
# Export time: 2024-03-25 13:20:00
# Generated from file: Y:\imaging_core\proj_archive\DATA BACKUP-OLD NAS\#394 Nilesh and Biernaskie-brains\240301 Young Mice\240123-Biernaskie-neg.slx
# Object Full Name: Regions/240123-Biernaskie-neg/287/287-ventricle
# Object ID: 63b7627b-daf9-4d53-b477-0fffcdbdca25
# Object type: Region
# Object creation time: 2024-03-22 09:44:58
# MzRange Name: young-mice-features
# Normalization: Total Ion Count
#
m/z;Spot 35980;Spot 36066;Spot 36144;Spot 36153;Spot 36154;Spot 36231;Spot 36232;Spot 36233;Spot 36239;Spot 36240;Spot 36241;Spot 36319;Spot 36320;Spot 36321;Spot 36326;Spot 36327;Spot 36328;Spot 36406;Spot 36407;Spot 36408;Spot 36413;Spot 36414;Spot 36415;Spot 36493;Spot 36494;Spot 36495;Spot 36496;Spot 36500;Spot 36501;Spot 36502;Spot 36580;Spot 36581;Spot 36582;Spot 36583;Spot 36587;Spot 36588;Spot 36589;Spot 36667;Spot 36668;Spot 36669;Spot 36670;Spot 36671;Spot 36673;Spot 36674;Spot 36675;Spot 36754;Spot 36755;Spot 36756;Spot 36757;Spot 36758;Spot 36760;Spot 36761;Spot 36762;Spot 36842;Spot 36843;Spot 36844;Spot 36845;Spot 36847;Spot 36848;Spot 36849;Spot 36929;Spot 36930;Spot 36931;Spot 36932;Spot 36933;Spot 36934;Spot 36935;Spot 37015;Spot 37016;Spot 37017;Spot 37018;Spot 37019;Spot 37020;Spot 37021;Spot 37102;Spot 37103;Spot 37104;Spot 37105;Spot 37106;Spot 37107;Spot 37188;Spot 37189;Spot 37190;Spot 37191;Spot 37192;Spot 37274;Spot 37275;Spot 37276;Spot 37277;Spot 37359;Spot 37360;Spot 37361;Spot 37362;Spot 37445;Spot 37446;Spot 37447;Spot 37529;Spot 37530;Spot 37531;Spot 37614;Spot 37615
290.08751819512;44536.40427624;53368.288362767;52225.107511427;55383.104909991;44357.80194911;47295.932774543;52555.226709065;49342.14613082;48450.655441132;53744.874752105;37623.645533874;55705.681182297;55210.816339203;43045.881425495;46925.618563079;47536.418657866;59563.141095178;68603.826304225;54123.056682639;52933.449038782;43832.860176541;60108.409430275;38872.568275219;54236.431829613;60723.377098448;42639.95480953;55252.541250043;48764.984283119;64392.381285135;57132.917477299;61531.39930509;53322.438060422;51598.274378005;63022.347334263;52841.611792508;41491.150427902;46746.064468829;62508.061255637;40865.455386084;51539.811902017;58351.811920075;50169.365140047;42706.818346273;56684.642234827;44270.491997995;72920.566531653;55508.006216159;55059.632570424;63133.17600174;60865.877460876;39414.706571095;54192.491062403;40008.498429832;45705.144707867;50189.986714797;58501.364495702;50998.962264584;24335.654859339;45166.228906943;44196.138535202;54727.410095438;60116.650104315;62670.638878914;33825.302005466;15957.602339942;42074.966702674;64720.376768229;64951.149409911;73758.77434214;61299.596600258;58454.350541732;23547.405426578;51130.618917276;59709.342720595;62221.997574889;54420.154421853;75698.309850691;21209.365928292;43471.061197122;55965.462884857;56896.666181918;56574.580943892;67253.168008531;24075.679700455;47141.717919304;62338.003848656;56777.947485935;36648.051371056;38114.450682708;63241.596143988;52948.31069039;39585.548921728;30342.531916248;58190.362378479;63465.942037061;26138.251322263;69117.705246588;57885.621592243;24614.197318475;52095.055991544;26076.804935329
300.03881791912;10220.443792368;17382.003630223;34609.586557646;13409.484021682;66436.018151444;13756.247656538;22579.865671549;47636.37879422;9503.4188629916;8605.2853257153;49688.795859198;22937.780589192;27682.984276807;65296.7003855;14814.492049086;17512.463322391;27171.396179675;21961.426237813;19785.881261402;49228.350221025;23220.120313916;20572.589685181;50884.537847379;24646.054164378;21883.507041825;57981.678359268;21041.642336069;12961.599766051;11282.647053451;16563.08893021;15269.118686418;50225.486810356;47757.580755418;19864.02489838;17806.286924588;30612.193271814;49440.27072701;21824.659192692;41490.839748331;26601.248646017;8726.5324227157;11487.060809124;12399.633742964;13815.320974921;31102.470104761;27663.783184453;24990.903543146;30558.240203008;5950.1093389659;9149.5874396538;15493.130930173;12388.209719455;57010.10832076;41866.595230859;23120.675662603;16962.235799267;13757.11468563;9983.5216009973;16247.08765585;14531.522462246;33143.060732939;19804.29695285;9489.6284778003;12568.712219684;7985.2323691908;16388.349448491;14887.029480692;20807.571675355;14573.564312809;9991.6609923424;7272.8289015552;8090.1652310032;13561.403009242;15147.107152251;11944.543091783;16035.1443631;9162.6903299861;10529.04054681;6590.5596333177;16387.508203557;12163.250700544;17431.118961204;10072.834826628;4751.3924796026;11706.191091642;14093.290333008;16066.319733746;7829.4036000798;0;19504.300279279;7640.2982244303;6651.1536106012;20874.458686938;8484.5946380177;10270.591341726;18559.188409564;6994.5524100674;4403.1271375391;7821.3362067062;7231.1808013888;16417.050794678
303.23234061941;328590.59314655;325646.26184163;234472.08829971;364003.76724307;242026.43913954;260184.46181901;254721.42952348;242559.06136293;284948.93228519;305189.91621925;257018.97688108;307066.3070461;292509.71459152;203882.93572726;308071.28003033;306893.11439527;298468.54917933;281133.23457545;249456.36588663;227775.93239983;284267.95468474;338837.62980887;265185.34918815;256181.57707246;265544.04259848;208386.39975625;231506.09621048;270309.72950283;333602.24406645;312125.50318958;298720.37907471;270544.01783962;236239.64770572;250654.90895706;319963.56782607;279893.99405776;250209.25588167;266833.06013452;243049.67085561;250695.25948921;266379.42847988;276147.17907319;293875.05551006;350088.12053353;289060.25568826;328979.80923497;283291.73426206;241166.68247251;259696.29047571;240459.79826713;268433.04724477;343977.40037505;273906.4719342;227122.52400485;246495.90384605;269678.30136059;255550.09128026;213379.2804308;325420.32172141;284094.13764412;245688.02386265;247915.20726207;247428.08305313;246371.02122982;162192.26519337;307449.9060537;352104.71226908;259784.52525645;315481.27806164;321310.15125336;297222.90326102;198394.00507842;319613.31554429;365811.20070629;297404.3788359;264484.47097464;284330.88554958;178509.72242799;302977.63120803;306827.27128168;270178.87722405;296845.23882843;265983.09820226;214779.53912646;336026.09776603;318208.93468877;301016.92346443;252357.88369806;305066.71965211;296088.75068171;287553.57263634;249870.26730188;295791.7617498;258896.97945327;284913.08045294;295231.73980728;250381.36159149;289672.25153754;262385.22053305;257076.94566707;248919.82751802
304.23564351392;71764.159227114;73906.875610107;54960.368280901;73689.945489456;53246.425395373;52491.212945202;53579.246495719;52796.99533586;55970.504695121;72561.919839555;59400.460855802;58563.774371711;64588.26343698;42050.516995424;70237.666650021;59353.782171355;65557.792143025;60547.137509368;52556.99377951;39190.756665075;70306.938617324;68431.301915709;54191.905208295;54684.017523803;61332.963672329;43608.260959007;47801.581647104;57180.256818081;68218.415617641;67785.024524778;65796.890579129;56050.88556443;48188.616855987;58808.972841549;67209.413890825;57447.937131791;47573.784895139;53876.490271134;47524.978261928;56445.500917294;64864.29020675;49161.051392691;59182.497096684;74340.600610476;59925.871205856;70673.321911635;61087.606865189;54569.372987392;57443.575899285;48354.615526138;62646.947029239;64795.023834022;53957.73811631;48300.313030977;48022.060503801;70059.810670298;48927.409962405;58414.904013253;68317.306814599;58349.136533086;51222.258127458;55115.350398808;55710.452996807;53580.804799226;38429.755736107;68014.480757023;80614.715766698;59106.214911061;62059.119122413;68646.474693313;67881.552049242;31246.221561737;74993.175316194;73655.600819225;63791.743350538;62008.802173938;56679.378661253;46847.258815256;66130.856452268;63948.049399915;64533.052581073;66714.808169125;53422.113206363;34517.246650739;74840.843257177;71615.959711188;71250.461549897;61087.236973987;72018.746082864;68751.004847319;77097.754402567;57045.014704498;64375.690531175;65305.352912025;58605.247112599;53803.573216952;57988.626891244;62878.985753475;57150.775606937;55314.859455267;63800.494754857
306.07582677557;30515.83796;44976.91630266;40238.344823377;42518.795741714;38755.442991334;47399.005005382;38859.067591395;33461.773475259;36955.488230245;39926.445542228;29309.161893692;27158.499999874;37770.597702307;34613.735565189;30366.817585333;30831.884580141;30086.15054457;31853.381741172;29659.36379669;29955.89984218;34802.596227004;45800.614016339;46164.352738492;27509.957612065;25054.279752858;35510.325077084;29456.420659856;38832.06725246;50236.095189085;39917.553743936;29986.20483294;26706.27059627;28357.906287876;41492.673149343;33204.967669602;41475.365051812;44221.760351375;25598.453587801;38983.535629261;33317.146602281;33017.770250809;30060.77870282;39172.824206031;38081.313033752;55314.61013232;46764.547553212;36605.998758931;33161.253770006;53098.724865269;39334.383086918;36306.705964834;34706.749223849;50640.060405386;34553.331497815;59009.693780351;41043.847701387;53894.326752908;40332.172963566;30993.119670926;47748.545741319;45157.337911842;40421.942961005;38338.34645876;42486.312835786;27054.147806305;45414.470050251;38845.861312993;33442.924029984;38932.475561714;34513.916792973;40716.530057746;35999.889714026;52086.469317776;47368.027484634;26204.415388291;42128.547861188;41225.622569326;33180.831083059;38225.304135918;51365.3452467;34644.40807469;45192.948364791;41266.679655242;36021.822921451;43039.881417462;37993.383919421;36023.444325383;50617.664913896;44938.644366526;42794.660446052;40034.264962071;41503.740707818;38672.79937603;57376.767264009;40511.911078718;34975.857721291;49779.9488239;54606.860128053;46920.139179487;40042.534828556;53236.078432566
307.09828294458;195984.17626868;160696.89199446;167334.70149666;184970.22158532;183685.18891822;166987.28206935;188395.61999602;180078.74436392;158748.73317659;203541.72227473;194006.92798112;196273.77745239;170784.58695594;161754.251188;196814.42363894;167580.63724459;165676.55329051;180576.26777029;191852.22776272;179377.29097604;170158.17209444;208226.98203567;162660.51068115;190452.99562321;209907.84597082;187854.5275735;150190.88470891;165737.6156623;149523.30341682;187383.92380625;155038.35799581;177498.06462452;167168.66637335;158581.18163331;216274.48950118;169262.2710021;178985.06316377;168629.71078336;166295.68604877;166121.08895134;163736.40599568;194174.53385216;166424.71553988;173531.88528178;150704.44795532;174913.23189745;164745.06038286;191956.04017258;142456.1296285;149513.48597615;168184.12935356;182813.77463962;181402.09851279;171254.88108362;165612.29351586;160055.15162709;166302.80433726;161975.00792726;162823.93801678;159410.26736625;173585.13648479;157561.3225285;152847.53131991;162956.38858317;127583.41969451;160086.44197211;185265.93377598;158213.50443324;168291.60194023;191410.63838995;147438.52679533;163274.45964967;143112.92491495;168595.92004684;164757.40769453;152932.42821149;146437.5321973;141134.38616901;176410.9166661;181559.49906778;173368.41884395;166261.23090749;162474.57420992;152359.0558945;159352.04720252;160737.60617262;180362.24985027;186437.87795343;178927.46683663;152538.80767184;175903.31586747;175899.33341912;163427.61230522;133414.06466282;157650.89456009;172403.31425052;151587.66598699;151814.62281387;145264.1624736;132315.07596117;145413.9597453
308.10161253585;44781.289708294;22460.340182123;46705.724677627;46250.686297962;27400.366726316;37118.055979804;48731.168996049;27700.135833761;45667.275963938;34042.976674402;37247.133515861;37858.41997704;39372.847067568;43745.004488316;49074.086690918;41350.575333293;24064.067835778;46526.160053176;39851.096451275;34167.489358133;30886.600461708;33282.628523527;27049.671219602;41024.047599833;47349.026101935;39892.277113558;23945.142875371;34616.163331454;41562.900489;41963.25288321;26112.589561696;45211.830131303;33263.242704666;27119.75726957;35895.759491595;36591.301469275;29205.856887624;41802.685832406;26294.148064633;39056.046776578;37074.187886752;52611.672327662;39963.03496425;32309.868473051;38049.915968878;40023.154509827;30010.777747891;39822.796955903;38490.466783498;40855.725001034;44644.478696199;39499.875241697;53396.566237878;28199.898770434;36564.976457977;25608.01635616;31914.683420292;28856.874176428;22203.332602481;31021.713443509;53150.606233306;35870.05369908;42728.505770349;33642.810315162;29455.626649334;33877.193470629;42800.476053694;44961.34996213;26025.20173198;34979.217152209;31493.960577581;36390.581687398;24619.050658296;38207.83930082;34591.777144401;47498.237420911;30999.478702699;19463.52098544;27526.868973376;34209.675435031;31643.045352448;45050.686769544;26867.256467119;29086.872160392;39020.724813781;29782.047390463;34374.84746803;37728.197273549;40160.576007694;42050.469924624;32478.290406065;23857.554009755;30613.402884459;33867.421961848;25198.794469304;36305.266869126;25787.909424269;34774.766252921;27219.585641683;33736.80323014;30950.484588949
311.16802631593;23385.181221708;32439.134398671;15944.345117345;38099.678017933;26780.543894767;12034.154774674;24851.234089199;28093.25207042;53411.830014114;50511.826233088;27652.473910913;31865.938347481;40078.787533372;44453.874165741;54265.531739228;31121.162612845;40371.631470646;14190.753960321;27608.255164373;40961.429729375;41309.107567712;31240.79121408;31684.437478839;22029.14368249;19484.082593451;44345.65212014;60760.441818144;47274.577716186;24199.654535026;19784.397758184;13844.401738634;23135.286351268;30338.087988319;72933.062782074;49212.052275269;27572.776903169;25953.515698641;12090.843313742;18767.596879046;29410.225102366;32680.596793114;77959.575821715;100700.03752499;40888.379994466;42305.323738254;14946.563095222;17214.177404783;30416.520354236;37803.464049789;65264.889023884;78343.587881997;58867.002653449;26517.238483947;10837.546062467;12843.777688186;27000.945954311;47272.460090335;60307.165808854;39670.801429596;18731.361044635;18294.09214779;27090.869922512;25658.305936157;34460.912627308;36254.309002275;35894.02392499;36893.939819246;16503.176818747;13478.60319213;18930.617949905;46948.536869219;43473.797036918;54651.672502952;29449.140275886;13695.135934905;19571.326207649;31382.825459742;61946.450666329;54009.823835287;33910.557216287;21179.837751113;21165.366674278;30898.946980008;48767.651397505;56861.512536264;17793.733710091;33775.887531494;53900.603056747;41352.12325407;32335.144415486;16202.604299998;32510.639280064;35943.82755841;12217.095281492;34119.971564054;43494.981906302;10290.687190434;32446.951840304;29800.127186649;21357.547862696;19809.843424642
315.04800833858;35379.166533188;43713.776247751;41051.983363299;49751.407126885;38778.80821311;52360.146443806;52730.806750183;45817.382848167;34588.270560854;49221.610840319;37446.056036277;46140.434991118;52505.644440249;35175.077980513;44387.49043887;41150.795315874;44876.941623729;54578.009477207;54810.662836532;42313.25126113;48889.935377586;43063.529456141;34488.667207852;59287.501645994;48762.808485449;31639.797307968;42002.710568178;34394.974567345;41031.069559715;39514.86191984;62775.221663802;59005.160618908;42170.276534787;43185.983916315;55756.729993407;43542.862739038;39489.12487682;46645.501458373;33935.663785804;39249.817713201;40827.172667598;34696.287560001;44506.680419746;43264.790234672;38490.482049673;49376.339295471;43933.661962056;36685.742150149;37935.891201561;39190.2006629;42003.265505426;44031.293784055;35636.268251252;40213.969219425;51103.04589322;40412.239387034;35857.480407532;40715.20721174;51291.590579406;37963.644446617;44737.169151829;49345.2014207;46542.15649901;35086.666668577;25816.622424439;36542.043689984;64194.187390388;47668.847190931;56076.44185285;38521.01647632;50371.464243676;39754.022708861;38839.906027747;59483.33720374;63922.505890606;49916.916543295;39354.961516238;37299.476438256;45882.947952056;35764.635009303;58295.712607332;48491.364981545;37326.618680929;39199.745930281;49957.640649379;44400.831171034;36761.273337875;40424.715940068;51376.869554753;48001.554735963;38082.741839313;37011.816517452;52254.638499393;45293.640960992;43799.765787798;47624.865704519;35789.552600938;42644.924503155;48475.861704655;39791.86235343;53958.024589687
323.02790657581;31673.374367702;31316.826498318;32267.526554803;34451.655505958;34665.611207554;29439.364651195;28560.84281304;35849.052618675;32992.645178956;35482.256640201;34881.388662492;32727.052643314;25854.264156804;32132.695510415;29783.708376417;27273.909920896;41681.711920224;24740.15339872;33921.986488909;30438.575715697;26615.623428071;43881.685857475;30869.083833386;41866.971350749;39284.424164708;36145.643222601;25149.192198336;27967.462090065;30472.782384006;36102.862471762;34461.643715648;25479.532035438;27923.723578399;32107.478298165;26628.399984015;44086.266257193;30212.902542522;32413.170435741;31192.173391593;32700.948060601;32842.700933755;36038.465579448;42350.809755421;31529.85176924;40598.033877709;38183.81064016;25586.09694226;30023.193831785;28478.39091011;27710.816777722;33079.524227446;32250.08936856;25990.13969287;27519.365505571;33588.203282163;35135.446481534;38151.548695532;34993.634928431;26943.112620539;31395.588936284;35982.229656275;28264.824530251;31150.466635547;37079.676243118;27667.630549236;36872.673865626;40467.867549857;25225.433443591;40063.959070006;31562.997409838;34466.300517826;23189.925037774;37323.013000867;42562.489620136;28475.959296518;26002.530752498;43471.250403967;29472.384035948;41993.607192738;49646.867463671;33011.998130844;31683.29188598;32240.125834078;36177.513926556;46193.417217474;34157.81733737;30759.207169561;33069.935723209;45356.995062386;37119.666460767;37296.865448132;41107.895275382;41726.397663409;38391.144372862;44981.764017105;42852.091234007;37814.096768394;46979.328815342;31693.045093105;31726.599298278;42908.691593536
325.18344866752;22986.97998372;28859.343681976;25923.757550991;35338.82721734;15064.336133316;26750.821032802;21634.998471303;30456.760126547;44095.825369253;39054.828333493;30303.522666132;24436.573546353;25628.289197144;43493.317438025;49294.848377439;30416.393713817;32299.255348694;14087.553045876;20139.039378729;39210.410194644;43706.13386456;22813.346517586;17771.652512001;22927.176241995;23375.694223634;34222.003060989;42327.293546426;41484.46311542;29873.491458837;21699.0222931;19093.157778155;32669.599201167;29194.758270654;65352.85510433;41343.50106024;28246.645701961;22586.119019045;19739.277089854;18965.791883647;19107.972949145;35596.853458317;61198.489724719;91931.429878078;33448.008570916;24836.45616844;11479.874247793;16147.152456117;24298.397728917;40238.965729283;53887.533662363;75790.446460412;45360.715990437;26162.236726149;7885.465969244;19093.229924755;24936.485572792;45453.999089583;59092.603394886;36254.605259008;20135.779748354;25551.888685356;20994.336767064;23394.946630127;48909.455234752;38374.44159896;38737.854350262;23302.97371221;12985.846439306;20349.989028648;23093.74191769;32850.589860889;36798.543300464;52627.872100723;28746.525470591;13221.185925619;20147.180512267;23109.335813935;68672.496629306;55663.980992297;27641.840787489;19652.892305475;20904.537727855;24104.731408337;49155.24397748;53896.351042322;17888.353754445;29552.365097737;45125.365600825;41378.697486297;16611.025081488;20477.669721708;26167.221172899;39327.520130071;19977.844615199;16120.682630755;38413.817829406;10667.604892352;36557.227643904;31282.998077709;15057.430489008;22065.700347969
327.23220747537;219999.75044538;234043.11863349;205501.92901144;283969.23929116;194126.8202723;217133.4660067;228795.04594002;191213.66326959;201783.25259772;232626.67670591;177605.17208384;256187.96963612;230415.73081319;167918.69107719;177561.3131866;216754.54829671;208951.99334282;247704.21532694;201894.02719484;168578.21859186;193376.56981135;259733.79289553;194723.53504672;217518.55272563;207878.28689819;165146.9164552;204555.93123955;188968.53080642;234592.2161629;230101.41251742;250796.98668824;205407.17531042;190745.37243187;185741.80845979;215692.07481919;206818.5345963;176054.15113678;225756.08268157;194954.60723716;211697.77726064;227791.37474265;196090.6810439;161080.33680411;240853.88180316;202831.18952161;287081.8877691;228211.58128821;187989.54622597;203904.76576262;193519.63146542;147328.83709307;233386.75382521;206075.95768013;211349.14503369;197317.71552656;219051.29032483;192731.47834983;128380.78157942;220703.93131432;196523.03643477;210690.85197649;199171.85606201;203560.7597202;140994.66947595;90073.046733832;206313.71020289;233326.16462687;203849.52614089;246300.51873088;232309.95180051;201176.83871619;95894.996704612;199329.12795751;229796.48313684;242285.89828309;210868.84049704;183920.32114284;87094.573610676;178988.15136402;224980.75563543;244540.24913986;234440.66820229;201116.34302648;121896.16774463;174985.58365204;264206.32405508;231116.02830798;146465.02035206;165277.79521242;261773.11597864;225846.7295536;170785.30236145;146653.52616871;204599.82999092;179487.27597623;130366.47331153;213937.47187644;200104.88358519;128413.27488491;175628.55383905;119744.41229284
328.04440509905;41102.377464338;43902.642502794;38496.765054438;49151.157495722;53150.813828779;39857.746482373;38332.028801578;38660.066438001;38798.30155661;40785.600032791;43226.86642615;29852.089275489;44996.116920509;41643.815268053;33119.879107503;42845.934327151;49476.225330378;36115.939131591;40250.20209715;40313.745142764;39231.312238376;34622.672632333;45111.675415826;36622.57352789;31579.050589077;39483.273713645;34199.094081851;40456.344624274;43936.815141048;53199.413451106;39169.107946447;36663.788269748;49487.177964606;52010.31748777;43211.28749608;48330.569202313;46448.372616692;37396.983076348;42828.865568473;34090.443122323;42826.649190471;42287.331559369;45738.514277391;45734.804186097;45047.726442777;38968.379351735;48852.86528413;30070.398681512;36237.396205201;43971.374896536;41146.082200075;39298.788466636;44941.982069719;40207.09322847;51011.587914168;44330.546590756;55636.17654512;40340.794842017;37459.392247522;40678.374348842;50852.603299613;40550.317853362;38496.050778138;34464.032108483;31399.843483913;43135.899718128;46081.849686154;43803.6756557;42102.023660788;39457.547533256;44276.201206647;27213.168898852;42601.116188671;45954.534089271;43978.02806118;28226.244645685;48408.289549089;38902.321809497;37437.776404098;49163.821368955;37104.642289204;46346.418052301;46192.238974966;33152.744889492;42012.335007312;34829.431413151;37365.670528574;43885.21071778;47133.422390191;53532.850154528;47920.023186767;43549.148764157;34914.541495685;51061.215760506;41941.314046308;39370.353386042;41379.309210095;48975.329214994;40583.716102104;43525.781419322;48983.778225579
328.05776963434;51424.493466906;60287.442731767;46101.688109174;57206.174914316;42217.313832323;52247.831394934;57730.200627399;36285.575537747;51457.45049189;62165.365727323;46054.039488345;48726.497071383;60488.270176797;53386.738040582;43071.658938259;47831.22526392;42175.109899943;43001.713240701;36346.132942224;43581.018449352;67939.226067529;69336.955292719;45986.088927506;41485.91641186;40299.215681892;47380.561624873;40482.375221996;66133.84837398;76736.183472811;56170.324934161;38619.646367437;40713.545899187;55206.13472373;64232.493849441;42200.669964865;59423.057206332;55259.287543705;35484.638687203;53948.264650499;50542.829678874;64473.001142191;45163.438269667;57309.639368272;51857.894572229;62918.150300851;55204.334926293;41867.933835347;53241.644691001;55940.711133628;57722.761817916;36528.585047496;45713.782073931;62390.984283757;58472.394348239;84623.382809181;66941.278921858;73783.809284707;59104.522720413;60176.310618596;69313.482882371;61510.894605429;55074.67331065;55624.743362872;54574.208479229;27580.29561261;60265.257416945;56502.41095658;53772.286549364;59881.057775684;59929.887174713;58955.83775269;39056.416113018;65260.040928597;61476.73500289;40817.109786836;37708.273831204;54093.069224203;32154.465699294;57359.562583723;71397.347444843;46192.123694644;50344.510816233;45568.883314042;52759.010222778;62885.211187743;46491.069894601;47655.670945946;41950.459104975;42952.895565443;61011.97038133;51659.341688353;35833.416139992;46180.320862027;60468.481940907;51772.903865535;43776.802746519;58947.13037586;67493.883179329;56711.983638585;50563.162734732;39359.533855408
328.23557200894;50012.690790823;48367.138273229;50910.203213678;59745.810564311;47677.398222864;42180.298809889;46061.166466085;40094.802005785;51618.640580489;49570.098425912;35816.813668439;61544.846315661;52475.685758652;35110.629731706;41783.908498106;50718.175235107;53720.954036824;52369.628038953;47789.311594663;41466.630044317;40861.820356508;59689.048598668;50824.546004136;45682.890646234;48816.183253268;37922.71660195;51740.094661139;38725.15716458;46874.231093065;52616.440376485;55508.818886052;55439.954964291;44375.759378666;38363.847715119;48786.472445157;43844.00147677;39749.638613924;54813.306495037;41062.557311226;48400.962572976;64421.136391877;38701.156304275;37242.360266585;52734.869587572;52144.940751772;68013.540560674;43367.480826654;40782.198767469;47289.603597987;49139.541158765;40835.029985308;47096.621987363;47140.040891772;52984.98148102;50859.108334753;41011.016328223;54612.013511976;35186.379344229;49380.24345426;43969.484326151;47121.614432925;43657.712312929;52621.771553128;38736.880202076;28689.334286643;38749.200563499;50939.669686067;47706.898784599;58593.07539718;51979.68029749;49932.735698075;20288.823474611;43622.295880656;44344.272210594;52888.984691786;49350.510724443;38089.3567762;25564.651879528;50235.980905297;46908.703686059;61891.701386665;44459.518283915;41817.514934814;23644.857984122;40346.092030831;54832.143897733;45551.410383126;33809.501957291;48029.582391658;57898.84469054;47369.930687543;30398.282944607;31336.839576927;42156.792020442;47402.990251013;28287.688120151;47473.110124479;46208.000761821;26433.191538303;37778.756345999;32750.303266215
331.26349371787;58928.118538721;59062.59964006;56937.214499089;75839.192810715;59212.84118584;40758.028856735;59585.138393674;67526.475003105;64293.547095166;54546.98653825;54197.56132913;73106.050408773;62257.629911912;64477.526812793;54821.233116042;58089.07944563;56147.239246507;59195.183939393;59969.205020031;63863.781650937;57599.066202088;81646.759616826;62863.342404757;57463.863174535;61986.092714862;71470.934576861;81177.589480225;59263.593123254;66293.000945885;65153.473809768;68970.96636557;83218.3317424;70219.456100844;68953.794647777;65382.382664676;59570.636260256;53001.817168128;55761.950371082;61092.102838778;63735.342275674;77001.790465251;61085.102249752;51936.954026569;67842.144469141;64326.905593646;73381.752657413;68210.18928079;60139.326997814;58304.288743012;68292.151076191;44500.643183536;60334.314034692;69120.102902774;64207.882034329;65325.918186055;67438.973693884;67588.542944648;43858.011420512;68432.45392691;62651.677924265;54670.391431769;63420.543648551;71446.337647683;50060.596868638;27094.126486838;62481.74998515;67688.981423772;62953.848733641;68832.052848636;81795.884749439;62989.698128321;36110.724370909;67545.44756443;67391.063885274;63364.488968027;61750.680497584;66690.921292747;39539.170130408;57194.656256518;65918.989097622;69938.819333273;63742.319087547;56239.699015677;41790.060952103;69634.347933843;70890.753505604;64464.529716174;45349.661898118;54126.631648592;60593.350024445;65654.41001865;51063.992123418;47122.598224714;57388.359124072;67926.742386771;54038.936200529;71717.869251625;68362.168229374;46149.311627345;51462.300957086;50720.151588868
346.05474208261;3492855.6986053;4074386.6461909;3519253.962656;3937202.9910908;3203940.644084;3785449.4860579;3171660.3409839;3126123.5329634;3749067.9715068;3676086.0621523;3402175.7967373;2753258.976542;3801744.87996;3411057.5630626;2521238.5373414;2749354.0657641;3034643.7182324;3140280.0250295;3075298.5775237;3779724.0483392;3368609.4008221;3429215.3732052;3560733.3404512;2935299.6945938;2529758.2112373;3288867.6678662;3301391.2455641;3721869.7039688;4049944.1473412;4304147.9895858;3413335.2918841;2763606.488582;4189118.7988603;4091787.8803411;3538396.0661696;3857456.2477272;3849297.1220209;3484834.0501333;3429987.4926211;3592929.3798448;4208263.2096722;3773930.4231209;3927060.4793308;4026859.7775992;4456207.1279403;4577261.1298713;3698865.0687322;2948726.7538881;3897867.8746844;4211762.0623541;3315748.0268076;3681924.1889517;4399389.770021;3676679.5832029;4536340.2195147;4527030.9732934;4561474.6492694;3540106.8146971;3614512.8016657;4148465.7484477;3932305.5423647;3236386.2058282;3657296.0008636;3761560.4252311;2444626.7153721;4101108.2149871;4065261.5101321;3565245.7913406;4024989.862885;3732008.7566263;4282895.9335009;2684493.0147056;4800099.9979368;4880116.2268222;3700917.1709779;3416480.3144204;5236057.5958194;2893119.8471305;4031125.0638394;5116509.5534143;3402426.5723271;3663232.7530873;4148757.1446599;3475941.8232151;4409277.6917183;3647999.610578;3532159.5905152;3888434.2574389;4714400.252395;4096991.0554503;3955479.4619277;4253208.146121;3954663.6672747;6010959.0750029;5048371.0905719;3647366.4567036;4784994.0797505;5210298.4656575;4270716.4173331;4786521.4146541;4436022.6504257
