# Exported with SCiLS Lab Version 12.00.15110
# Export time: 2024-03-25 13:43:36
# Generated from file: Y:\imaging_core\proj_archive\DATA BACKUP-OLD NAS\#394 Nilesh and Biernaskie-brains\220809 Nilesh brain mets\220809 Nilesh four brains mets\220809 Nilesh four brains mets.slx
# Object Full Name: Regions/220809 Nilesh four brains mets/271/ventricle-271
# Object ID: ba9772d8-beab-4f87-970f-136c819dd5ce
# Object type: Region
# Object creation time: 2024-03-16 09:32:55
# MzRange Name: young-mice-features
# Normalization: Total Ion Count
#
m/z;Spot 33549;Spot 33662;Spot 33663;Spot 33775;Spot 33776;Spot 33887;Spot 33888;Spot 33889;Spot 33998;Spot 33999;Spot 34000;Spot 34001;Spot 34109;Spot 34110;Spot 34111;Spot 34112;Spot 34113;Spot 34114;Spot 34219;Spot 34220;Spot 34221;Spot 34222;Spot 34223;Spot 34224;Spot 34225;Spot 34328;Spot 34329;Spot 34330;Spot 34331;Spot 34332;Spot 34333;Spot 34334;Spot 34335;Spot 34336;Spot 34437;Spot 34438;Spot 34439;Spot 34440;Spot 34441;Spot 34442;Spot 34443;Spot 34444;Spot 34445;Spot 34446;Spot 34546;Spot 34547;Spot 34548;Spot 34549;Spot 34551;Spot 34552;Spot 34553;Spot 34554;Spot 34555;Spot 34556;Spot 34557;Spot 34662;Spot 34663;Spot 34664;Spot 34665;Spot 34666;Spot 34667;Spot 34771;Spot 34772;Spot 34773;Spot 34774;Spot 34775;Spot 34776;Spot 34881;Spot 34882;Spot 34883;Spot 34884;Spot 34885;Spot 34886;Spot 34989;Spot 34990;Spot 34991;Spot 34992;Spot 34993;Spot 34994;Spot 35098;Spot 35099;Spot 35100;Spot 35101;Spot 35102;Spot 35206;Spot 35207;Spot 35208;Spot 35209;Spot 35210;Spot 35313;Spot 35314;Spot 35315;Spot 35316;Spot 35317;Spot 35420;Spot 35421;Spot 35422;Spot 35423;Spot 35526;Spot 35527;Spot 35528;Spot 35529;Spot 35633;Spot 35634;Spot 35635;Spot 35738;Spot 35739;Spot 35740;Spot 35843;Spot 35844;Spot 35845;Spot 35948;Spot 35949;Spot 35950;Spot 36052;Spot 36053;Spot 36157;Spot 36261;Spot 36364
290.08751819512;13065.429728894;14177.66815414;22299.640007896;16117.804297768;22996.653382644;0;0;0;0;0;0;15520.194351747;6441.3447868396;0;0;0;0;17718.01383804;6738.0618107533;670.1517525379;0;7382.1195657286;0;8382.2542274969;17373.637150704;7002.190645367;14379.273317566;40224.164647102;6688.2064937808;0;0;0;0;21790.359388722;11507.542624495;19737.463130923;21147.371254618;31191.345538803;13886.359056093;9036.2342452755;0;0;9931.0337862882;16852.168080959;7225.9825133208;7606.6252035668;20894.466177582;31926.004519615;16138.729006137;15931.378476845;0;0;0;8982.2421298138;15079.909155658;0;12335.73551343;0;0;5855.8872755439;10388.054686595;13644.543353049;973.12668349491;0;0;0;9312.1206530934;16467.942268321;8275.2915100188;7912.3055628066;0;8298.2952558037;12313.943809214;25706.014637052;19659.014327354;4978.1451160262;0;0;11099.106786571;21078.304255735;19173.695289849;12516.503417294;0;8427.8088422684;22882.461959125;14788.096103923;10213.733547897;24956.126781168;15680.00384997;17266.519284497;17295.264485581;9682.5717296505;0;15091.440402355;10164.566986015;558.81484493845;0;11337.094878804;13781.485448612;14388.588456705;7470.288181655;6889.6226894175;19542.570726972;0;11540.336908952;16535.22395909;24286.913604155;8368.2388447363;24804.371565033;18986.218212834;16000.619304209;17806.304928558;15942.000662286;18916.580760038;16459.960047295;9477.9314592078;18617.16431501;24441.375797782;22166.468071742
300.03881791912;11105.299916298;0;5494.2989811258;0;8544.6026287338;0;0;7149.5429305162;0;0;0;0;11688.143543641;0;0;16020.849682125;0;0;0;0;7751.0512504425;0;0;0;0;7581.2730758474;0;0;0;0;6913.2932855633;0;0;0;0;0;9552.9664267937;0;7682.9301750462;6616.8065057854;0;0;7332.7774739616;0;0;1161.0868745444;0;0;0;0;7381.1871246775;6749.2011873659;0;0;0;0;0;2725.5551746995;0;0;0;7762.501131965;5747.0136338483;0;0;0;0;0;10393.179581819;0;0;0;0;0;0;6197.8156519569;7849.9022281076;0;0;11847.000136949;0;0;0;8842.8318511676;0;0;0;0;0;0;0;0;0;5762.3768981264;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7393.4351659549;0;0;0
303.23234061941;156849.27023836;153328.58018075;176336.77428368;161994.25130973;184368.36770419;72173.689560797;91203.379118806;167331.19349052;92219.984042401;89324.12789067;78602.018277604;189432.17774271;83224.856600537;58065.01554073;81007.508411694;62206.298333752;120746.40308415;156074.52331046;85006.875046236;63176.773264468;95544.846175422;75265.910934873;104647.94700015;131701.36493616;206482.63416477;90124.705362963;125582.16650991;188839.33242487;85367.720674306;96149.3426693;89561.505926856;111327.23292871;137340.65340152;193539.51072991;85236.332754051;134579.63076159;149105.57503747;156890.6231639;129265.69656732;105320.97472492;85903.820680178;98235.258713185;117240.42266915;246779.55498411;85367.330518102;94878.528428222;120735.53027317;164385.73089106;170111.71297073;122529.4120546;127418.10927057;107478.48505056;90886.607237721;134626.09118836;188595.31727199;141843.18244372;103685.32904949;100625.9324756;76722.797613102;83992.913655252;180225.11231136;144201.89372792;134965.7427309;121518.49619825;111604.9431059;105451.42558631;153271.64731527;158824.8364874;136541.96136066;141745.10876717;140219.82092992;115441.31996424;195568.9984613;168542.78926508;184649.32207312;123807.67815353;77651.219000878;160740.85046316;139701.25308314;194335.14742772;138570.67996394;136333.43527146;113142.28860413;108117.22510724;154147.65552964;146489.63535754;108912.59050455;154048.07683106;156422.23061853;150274.27060517;141189.64322415;156507.05922968;128670.46367872;138430.47946202;158808.61965098;123947.42213948;91959.608090373;130317.85373679;145310.78320143;143780.68226161;142883.39532778;116022.8034119;152784.57864483;123094.01192143;92942.121684817;138375.47769269;164715.61891328;143980.47497088;125846.90143541;165246.36352756;152660.51096042;158684.06506562;176027.55215531;155809.90623645;127914.89225105;136770.24955307;171591.41505527;174179.3241168;163481.90199575
304.23564351392;22269.021067221;23918.172801552;33626.556448062;36105.052493551;38481.002338763;15224.844728579;15408.734954089;29818.840285966;16499.363724205;17281.200989955;13223.809348692;43681.376613931;19388.863489973;21412.552869213;12848.777330073;12323.908106323;37688.00560372;35469.535094472;19229.434537943;18769.364022279;16179.536237273;21306.27575427;18581.124173999;36465.531905214;44285.604791796;21562.878441814;27048.177282177;31842.588452541;14739.468223067;20876.85530737;29008.562569872;24208.643147372;28884.919791328;38165.584273566;13545.448212926;26583.295423114;34454.986059797;42316.072601307;38900.582012512;23277.96653006;25828.258680976;35414.846047949;23821.34355152;61791.992103621;11968.90844824;17610.370279662;34261.205134076;36743.427814817;44424.397873748;26709.580816846;35562.533664433;29950.231019916;23018.442953432;22887.833940714;45237.397870079;36713.086587844;20245.334990727;17215.433897387;25667.517261513;19348.853572449;36601.067489251;30700.555315249;28615.177101374;27448.743612068;25282.754066658;27003.744168359;31203.291553012;33013.975979686;29721.888299656;27500.099523636;31553.370814318;27462.325495662;41794.965425494;36804.119207333;38943.10189285;30364.108088397;18430.579515446;36733.501823707;30204.758066011;42269.352523245;28518.712495937;33352.046180562;27694.347268168;32190.655542162;30536.57461642;33293.256039582;24831.119228501;33533.951524759;31914.527379371;28684.170878922;27518.261098595;28664.698927488;32261.783944102;35801.285963972;36974.393457409;30325.251065332;26373.764662037;37552.018364279;35562.676246829;26467.921032725;29625.9587154;33377.629853861;44109.714380578;29918.687326348;18250.871738561;32529.693023747;34644.328518711;28209.52903324;37574.395696737;40023.655818075;34338.105721549;34691.966691113;43296.882833744;29996.317138068;34246.308670222;27166.447629589;31624.283098676;34888.899565787;32709.383516247
306.07582677557;19223.149930497;12147.876692724;19291.423295929;0;18641.779362488;0;6327.7794389464;10929.712029814;0;11329.539572407;0;13471.007741342;0;0;10986.010710126;0;13890.441280412;10646.531362115;13593.662328869;0;0;9686.9517571917;0;0;0;15073.34273503;11064.368884229;19877.21943443;11697.59952135;12222.183874854;15897.16723265;0;0;6934.6912155007;11914.305249;7789.9133080032;13403.096791747;11741.514001542;14621.621526834;0;0;0;9168.2784955977;7950.0667835565;14843.817963882;10997.864674531;8406.2193745519;20355.935190774;12957.545600432;13978.036766331;7262.6840054943;0;8010.0341772735;9304.0505627656;12726.129093755;19008.95480658;0;0;5587.193587816;5069.9864678333;10889.257347273;13610.531258946;13290.024608521;0;10903.328100826;0;5943.6906722015;0;13526.508886274;13397.923823235;0;8923.3960364538;9247.096368652;19770.767792696;20193.581433031;10142.195092717;8967.1504542247;0;10321.135392915;22273.017886633;7452.7443174463;22137.645082652;9024.4679930549;9551.8517996285;16287.717559651;11744.465108654;0;12099.224656922;8243.4427595447;26242.078174249;16235.228648125;7803.3815405758;3285.599555732;10813.736936477;15144.657550164;17132.972295182;7722.6705852974;19258.771997443;14072.72951771;15697.271742846;12461.647748129;11407.866383841;16437.908965352;22887.134773856;11469.397620715;14402.73162462;16731.183278491;16801.978230327;17898.517850372;15285.25378801;17690.501044467;21615.031741867;33852.955040794;14685.281183084;20064.462902156;27437.179221739;24186.318895099;34474.40596699;31224.413103141
307.09828294458;13979.640669274;5183.7435690321;20930.059249586;18836.185131219;18073.358818398;24176.262604772;31295.557228298;12684.47525664;21935.418791317;21215.929849863;26821.307858282;22365.23708193;24862.587009639;10639.456422498;25001.998705307;21682.480155832;11990.265872174;15813.629346482;14031.5033119;16229.189333851;32796.832301061;26453.872166194;30323.301996688;21553.929418237;15309.358198987;22582.949102483;20754.48827979;21242.621262944;23017.412246037;39254.710576813;31740.255680605;39327.074892361;21142.754398253;16532.903419138;21335.87023807;25350.968359279;19392.03927236;15075.460083886;15814.562499719;20176.923494941;21119.147205423;21628.13212464;28784.999953306;16696.251298899;21897.469350585;24375.745261635;17552.012159961;0;11797.451276088;33941.966621302;35477.195763699;31736.840157611;29529.99757412;26676.357827121;25345.841483535;13338.667470334;33663.213009364;35052.01056325;28673.164422482;17656.802154474;15291.416211754;15503.05541519;23393.073613867;36771.824065304;26372.61536885;17383.273478158;24072.484690387;23457.599950644;23115.683349877;37718.446059941;30974.016061204;18018.809952984;22090.209181834;22564.033490981;20019.423933377;20443.643736906;18820.326658564;25936.487445633;25603.323720582;16028.303214812;24293.432319193;20994.614451615;14200.043148047;10305.380581249;17815.841045812;7853.4310814021;29238.980103699;26263.612654656;10249.587025404;10182.146328852;16809.565638869;22614.536260797;37894.279292635;16062.315656064;27407.877610814;12657.092136626;14920.440001913;12505.016839522;11870.753434949;13089.748610428;23539.906907592;0;5305.8545963482;13837.101165386;0;23381.678906991;8462.2818671538;10211.421477949;7213.6286811057;20135.829630276;11271.730023302;18737.508091953;19755.68663698;10376.37788734;0;24466.929040592;11980.303738225;15007.622523632;9722.9272516111
308.10161253585;0;0;0;10252.592236567;0;139.72780339899;0;0;0;0;0;0;0;0;0;0;12231.747039779;0;0;0;10806.45824399;11128.300450779;6228.9206540416;0;0;6039.1757886397;0;8401.7595127317;6007.8590565167;0;0;0;0;0;0;11541.659521325;0;13275.674369445;0;0;9700.0330429158;0;0;0;0;10605.233566861;0;10232.796762346;0;0;7908.0886953991;12356.532557559;0;0;0;14655.938279353;5311.7555250474;8279.7450853643;6016.956976144;504.37881723362;6651.3346397356;0;0;0;7130.8064614163;9682.7735290813;186.67394876168;6210.8775509807;0;11005.628425088;10573.971087896;0;6840.6005820079;0;7930.323882511;11243.845326071;0;18839.449544938;10094.590548559;0;7987.5268675894;0;0;8002.4892639733;0;9393.1349066876;0;13599.580090488;0;0;2242.6229092181;0;0;0;0;0;0;0;0;0;0;8000.6272100057;0;0;0;0;5351.8838734121;0;0;0;0;3069.3762090204;20449.266344741;0;17731.256706815;0;0;0;0
311.16802631593;41273.096926723;34228.874865904;54677.401035577;89581.89250311;47341.729503613;1013559.9177799;100094.61474836;124030.49746097;218441.58405005;324639.93658421;238658.09476658;93349.645335187;201153.64690284;190819.11343179;141676.98519735;177631.352944;114858.57852433;47783.640750022;150170.58944152;184258.69074342;205457.88147868;158198.81092435;162384.51745018;153333.2035596;69456.940347163;39200.147411855;41249.616044595;111458.08935296;153911.05498295;257657.43127305;160126.328834;129431.00724043;132325.57009519;79159.959310079;45433.856591139;42723.185277096;44120.97584398;86769.64097692;116060.10729747;187251.83982817;151298.72423429;119463.78421672;185279.41338216;111517.9342632;38182.030375471;32856.239575822;46635.716049052;42760.244077947;91463.92627205;129898.09161632;183205.17350669;135771.39544297;244123.95203513;108412.14709325;109043.251009;108894.94885563;107093.96086498;167271.81710894;245450.65340647;203435.92475679;97477.635844366;56719.975915577;57082.927024929;191895.30049763;221520.63242464;196747.33933807;191101.92210536;61789.691533197;115227.70774696;155036.63026296;149436.47294605;113374.35249455;114128.60706791;53491.603776411;69960.066459063;99824.385865943;104093.83650982;102516.41101169;78297.256500172;57346.280823567;58406.743336412;110493.68516522;95909.987974867;50013.360957751;50101.487969794;88951.48955787;72667.156545393;71477.53214522;53510.363612128;50767.29345913;60063.571534718;110294.54171047;65943.334830423;64255.768512165;70204.995562533;58180.762570575;45972.056426461;47906.936883584;52067.079168494;39008.961350839;34767.440287628;38876.930533751;28780.38930789;26086.694085463;17802.815161284;31737.630479017;14603.847907936;16667.321826127;24852.69735057;19509.116173781;17092.677330202;20100.506110514;24130.420778615;12531.903036008;23778.214730824;20678.393699434;22689.484167437;12624.486223994;18323.71468391
315.04800833858;7298.6914275923;0;8048.9535812442;0;0;0;0;0;20212.512365226;0;0;0;0;0;0;0;0;7060.9361833783;0;15112.370698717;0;0;0;0;11023.281659553;0;0;8192.6402903731;0;0;0;0;0;0;0;0;0;0;9850.5548917877;0;0;0;12258.597509494;0;0;0;0;0;11289.372944753;0;0;10224.07985708;6296.8552609357;7565.9184140168;0;0;0;0;0;0;0;0;8727.080182577;0;0;0;0;0;0;12025.618481083;0;0;0;0;11548.720943504;0;9323.8351554452;0;0;8789.1749024903;0;0;13245.00700953;0;0;0;0;0;0;10519.322863232;0;0;0;0;0;6627.9756395452;16453.794893787;0;0;0;0;0;0;0;0;0;0;7766.1337576904;0;0;13790.087840933;0;0;0;9649.0733176911;2190.2431267004;0;0;0
323.02790657581;8472.6088145553;11314.707827323;15992.020529329;18102.152295635;14342.314279581;9797.7630037703;9167.1006986332;15227.251825872;15079.414428808;10236.138673062;13537.620325772;16737.164954474;21640.002032228;7671.1553168817;9935.919129944;0;24131.765966463;11587.322890556;19622.592534753;15770.725580538;14023.918542189;18254.626181331;17627.036734943;0;9958.9873880712;12377.378427298;6479.7069753739;16306.393457169;0;16327.681527943;16470.983186335;21920.272448753;20298.089397659;10571.180997408;17070.683363219;17714.55239302;9020.7738712641;7561.4886452075;0;22698.667737986;0;18741.13897208;0;7520.2842909366;22471.285190628;7834.4265983205;18057.216302482;8228.9761807846;17765.375122172;15037.587985276;13444.987322045;11872.83475412;11130.535566781;16473.585691922;7003.9756848061;15236.927663478;6792.8798634363;13702.2466882;11049.655424388;16507.419798089;13714.253497845;11740.001447732;9608.312396242;12274.730676418;14028.406733965;18787.574925616;13962.362779873;10612.848393898;13145.949600113;13009.552135576;0;19535.197718371;12138.827909746;0;17416.167159802;6432.794390524;0;16663.430444185;15014.770594536;16938.626622662;0;12647.282324319;9122.1153671504;9300.0081540661;9012.9711337028;20398.196261131;15334.467807889;19333.611540118;16947.45294746;11620.298142211;15948.816713404;12978.708161457;8724.9874125019;11770.952564457;18258.052134524;9588.8627013088;6897.5502273175;17064.269154402;15235.062975208;12620.973211625;0;15490.821552031;19026.002070541;17077.514190845;7065.7810949181;9790.5837368319;16275.599882899;8961.5724166796;16297.657913867;14004.912993414;12354.728287569;16742.197076143;18391.28956795;12551.359756965;13207.783047893;13025.007907722;18149.052562455;14767.718506597;10338.491220124
325.18344866752;35743.525068374;47422.708950567;33578.094598904;95981.973757514;48201.043935261;1063509.5767409;123537.90283333;124594.40227043;229348.27587131;400710.79551261;272554.9937865;119280.89615767;215905.58439566;210977.84377412;195705.93892041;199437.87418705;110890.86633813;49751.972570129;156784.58527333;202964.45764805;212275.90764282;168573.99199447;201323.57038362;183161.40545989;82760.566746048;46428.807660596;50295.080193439;104073.89488977;160777.14828063;279876.65052271;181307.06593574;137143.19165432;159509.57082347;91479.625768342;47663.17858513;55569.89202008;49291.959482759;73384.921136728;115652.02968664;177753.15541431;198113.41688765;147798.63119281;213095.57548627;110821.08000161;28609.891422382;42089.881560908;44401.862956377;42682.012173954;87942.046468733;145415.59178029;266414.3444264;143148.81027803;290409.17338902;133381.08964942;102614.95438423;100120.92939377;129428.44804072;185373.81071702;279265.78435846;249849.47222986;91772.944906891;66381.262996073;75713.622087503;213949.76291105;265282.36658279;203072.40889235;204353.94770539;57441.645037713;119751.74972565;172133.80019065;152849.37821303;125478.97425716;95000.997373001;57907.095355236;76797.596471518;116120.32804575;110592.86388874;123664.37756681;57379.030017426;66215.617965832;58456.205692775;112111.55194161;100745.71245642;58241.551959563;43549.853111555;81387.48220324;90607.936209995;78045.561726861;44301.728885186;46113.018075997;49595.621637908;108803.29105197;81919.836103292;62169.944611384;56765.193599062;55311.01427543;51330.47369232;67287.218083574;51370.607933589;48460.709846657;38164.146755209;48813.678334801;24431.465182394;30947.075854017;19702.737317822;25787.127324557;23776.525736513;18266.924823728;22204.874174537;21386.131088264;18793.040843217;13242.240657237;18679.142805913;10601.457144615;33800.9724935;24760.513998723;19045.85780312;15031.519597232;10967.076483556
327.23220747537;135338.44446343;150649.10573391;207011.49605964;111638.20535413;176867.10116942;62686.09013954;75700.001900435;129080.72406775;63857.054196523;62203.324281688;62599.696353352;132429.72943901;54964.803007697;48710.59716242;77948.397796145;42986.228131822;82264.376439723;136068.42149746;47604.322008464;53197.49457403;61353.055815699;69802.139717512;67692.274735479;94437.829574307;166062.81477007;94820.352273326;140545.0343945;157971.770938;56565.836838084;69439.57466199;82414.597285864;80907.422076604;109622.90027441;166975.65719642;61963.971007635;135041.35548175;172337.57619281;156519.39204982;98069.508462263;82390.464526928;64556.850975158;91604.67341559;85983.207603227;171083.61067616;81109.108001351;99092.076412064;126972.73202637;164507.4792617;132319.44333335;78032.015919404;86800.033339522;81788.87088549;77030.769863813;92593.756955364;155401.16591787;116805.68016044;76700.40900971;75759.547900029;63161.779446302;61765.759313766;142704.54054969;151854.5816536;108088.6333791;105709.57604356;85869.034218338;102317.52048903;106236.43335951;140293.41969686;97757.158182923;108800.86800932;121488.70171531;72823.514825074;147710.86065363;200676.08861153;157324.14500826;87630.350594401;84909.956855208;148692.35860445;110179.27732911;167101.771225;139823.12586687;95065.346291834;82306.098680674;82134.178436006;153535.17770553;135649.50019116;98488.266010059;120062.87132219;126372.05122814;163010.47972891;132671.10411979;114772.94683247;108101.5860059;129575.24126998;182914.8260253;105998.21672593;75247.957190579;114390.70203146;165061.81587623;146871.29694709;119408.40149372;97504.526599979;157385.5155256;109927.24735023;70406.422650049;163375.04489185;150622.77523535;106739.81138351;146509.0789001;140770.02405757;139765.46591473;155449.40132163;174276.70588555;129109.54820183;128298.32611166;150056.36037327;144275.87734085;153484.19426708;156496.83881129
328.04440509905;0;12826.478177809;13073.383603869;0;0;0;0;10285.061301873;9741.9232925464;8302.8914583884;10709.381756683;13065.989132233;18083.064502029;12549.901775342;0;11039.015837525;9838.8516004462;9779.5130473285;0;8664.5353779604;11352.349736794;21551.023055605;16535.573709375;15461.690257723;9656.7658965566;11026.008838896;0;0;6602.1226772226;19051.807565082;22209.843333409;0;23127.015987269;8831.6117975767;8376.7503397344;11268.273607699;0;0;10095.616354058;14710.85093857;11758.167245773;0;0;13817.919423794;0;0;0;12253.582801132;0;17546.53812123;19958.911645909;6347.1515384428;9838.8569498396;5557.2842859647;0;16434.247102265;0;11360.135134534;0;7861.6369841272;12939.5179992;0;19494.640433094;16745.934815695;7550.4385280347;16270.20650115;13027.843267959;0;24797.780707095;0;21929.421927393;9300.6121307233;8430.7610109548;0;0;0;13328.694351758;20699.144675681;16426.448633503;9461.1237718688;0;8513.999366354;0;10325.768288926;6446.2909668853;6727.7458760525;0;24585.319402541;0;12447.751587049;12339.247847552;0;0;9553.7731434855;0;0;0;8653.5697224707;0;14546.414210323;0;0;0;0;9212.9237748602;0;16684.109723083;22800.443693968;0;10714.974136617;7983.1091489843;9465.1496314601;9074.4299481559;8371.0947541167;14736.067431701;11461.096415033;0;8056.9574085282;20422.570477162
328.05776963434;0;0;7522.4917017174;0;0;0;0;0;0;0;0;0;11172.990092279;0;0;0;1355.3874016624;0;13596.647287091;0;0;0;0;0;0;0;8552.1916246786;0;15180.575063379;0;0;0;7100.3674158564;0;0;0;0;0;0;0;0;0;0;0;8259.1305212627;0;0;7297.9792733993;10366.818815188;11712.607241932;0;0;0;5564.3053546756;0;0;588.89728067499;0;0;0;0;0;22456.464301056;8793.9778685867;0;0;0;0;3244.2801378048;0;0;0;7248.1722847791;0;4966.2700361348;7104.4365724991;8943.8666475074;0;0;8773.4900244005;0;18228.157420772;0;0;0;3786.2654238251;0;0;0;14034.429925481;0;0;0;8486.7859315672;0;0;0;7311.8513576045;0;396.37968243927;0;0;0;0;0;0;12345.798907787;0;0;14243.414097027;11063.740899225;11592.796569919;11458.337941661;7364.4501646017;0;0;0;0;0
328.23557200894;32524.375847118;34368.979015595;52325.001381782;35672.829259625;36681.358349878;19259.298975299;22745.097312287;32545.192698719;13391.393381614;18250.860078342;9804.5677971552;34690.465652986;12254.639610776;9320.2501941507;20349.797720495;11470.081972364;19108.612370105;30489.854982771;11283.363109978;8696.8556896705;14882.322274713;12630.183903763;19619.161751129;18800.126156722;40558.71080415;9893.1588716622;22291.425429853;31119.333452749;13144.613710866;14569.317461493;15798.789303242;24907.089964181;22496.00541679;36654.702014929;10245.594602261;26014.574433968;31359.603135654;37165.678882236;14924.278135065;20444.674819751;23350.414693423;22697.40889701;21876.924973425;42206.861429142;15576.2595946;17928.641650833;32807.102070321;36802.205946616;25780.943854077;19471.842215413;21950.274823198;15386.280901592;18040.9918472;18601.089110116;36950.262382071;34656.502234238;13135.414574075;16790.105050384;19804.776410524;20570.768488098;37490.32463061;32106.671141089;27095.222876837;20356.460087203;19056.070536188;27384.91260157;30735.88964319;32436.155760482;26589.462372454;26646.798080782;29887.0927865;14731.274632956;28544.224226307;39957.318560104;33568.898366952;32950.656474188;18600.638777281;34093.990131636;30603.446219294;42513.940854503;35618.932601292;36251.564119166;22853.294288645;17252.940620817;35709.082233166;37148.760116567;20357.881841142;41378.403536743;38441.359043746;39726.085880171;34349.657951182;34478.186583291;29828.058309318;29747.270736783;47004.840954897;29829.515819609;28567.520107398;25534.339311308;31456.458522889;35379.25018798;26947.548025451;26561.361381857;40919.880821668;27081.162199385;20886.879922075;37276.686146511;41980.582064071;14131.44470862;33848.49632192;39663.674642463;36741.78857741;33229.465009696;39393.158739657;29374.910236774;36747.088548175;36549.072729674;38105.053842359;41499.878953646;29651.957791421
331.26349371787;36447.534965724;31638.122431739;41715.786385654;43142.868506933;43567.079336659;30729.321105731;34870.136646412;50135.060214025;32877.902168818;28092.361554421;24988.432063646;46387.008249885;24549.86687229;24062.410714947;31829.919698029;31721.177924556;35278.948351573;40100.143654561;23460.881135018;20514.37920938;25414.891405675;22321.398136576;26454.590434656;23918.825465316;52152.901896885;32370.34311715;42178.526380874;42530.207142795;23369.188832527;40852.511280067;26040.680575089;34669.902393565;33749.030221385;38184.0142037;47049.286597915;42738.701551833;52365.49821247;48951.172928853;31863.255811418;32921.858657224;25110.473537507;31041.545649672;35770.085161786;46928.533381617;46792.695630975;28999.456660558;36736.599995088;37294.263494514;45001.633996005;33238.795458964;33590.586570989;36538.640132369;28221.011806974;26900.086671249;40014.941873389;33589.24719168;24616.500015425;29257.021534033;27200.163302157;20742.467976747;32086.89016622;40979.163566077;28950.029585191;32234.279365018;23080.360516075;37317.324021669;38664.269406255;48465.791535114;46275.003831823;30056.263136772;41537.931721725;21548.125015518;41786.589140814;53733.005307705;39535.276087966;30494.36519171;24699.985918493;40013.421634152;38328.538461422;45317.355563804;31269.843275315;30343.100453785;26800.09772507;35548.770925393;40541.751680299;37311.912904756;40545.427114377;37604.96026157;41903.889704257;46232.268628203;40740.17249361;37927.780599163;31558.072354749;49069.547140813;44692.768345239;26537.400059555;22326.085718529;33437.272201285;46631.021024284;34206.130651598;29997.51628214;33651.921224479;35297.014592936;31129.96180526;31188.119033488;41046.800071492;47919.228470596;37372.108709504;36253.113895989;41268.177682071;31318.627857056;46013.203350458;50867.44182702;36958.089074196;32003.594529061;48062.547212799;48245.956787271;54139.320530076;51420.832409783
346.05474208261;1317273.9402013;1160583.2069142;1172857.0127397;870318.44944087;1076250.950425;591733.77328041;590229.47412145;817535.32213732;1060024.8307901;745099.34762201;926079.66130052;1112582.7631731;1215136.739936;948112.28936147;678223.19447214;850650.1358605;882480.30832091;778139.11728436;1211196.9150083;825972.09106164;1076522.0666263;1024961.4331968;914741.93096473;1093823.2092186;856973.74680004;1253429.4539156;1252291.7135712;1563809.0521925;794115.88148996;1238802.0804659;998342.86710103;806863.51686115;1168860.3493342;1017259.6666436;1135316.8474803;1530576.6522601;1547119.575761;1354368.0724398;1026088.1099822;1223695.8827955;764111.98474386;777260.0485873;1009082.689772;1580521.2601305;1276481.8940228;1213316.7732458;1319953.3126816;1476509.3537324;1237591.3970043;1204894.7682565;1245700.3205679;755220.80421285;652569.50527399;848949.30735102;760834.52840337;1139130.8395483;706645.49868588;1016570.9219958;926200.50775169;753621.30384453;882915.9994054;1113246.3420965;1318980.8710163;1119374.0092539;1059240.4667517;784623.36604551;1137275.8877256;1503443.0702293;1263793.2760082;888029.1263844;901971.59751601;734722.2466598;1204146.8958289;1298910.1334219;1294443.5978618;1022604.3471078;801722.46210534;1315451.4412974;1243625.5117789;1249465.3751104;1222968.4700012;1171456.6217917;1087551.6096343;957196.97006776;1450677.119715;1084307.2792759;868932.34286111;1249821.8925504;1119426.6714023;1496243.6817963;1345398.9511109;1200421.1860056;846270.66945506;992610.73417024;1356175.5584372;882312.30244515;652990.62979085;1058882.2264117;1332729.3176229;1234435.7613503;960369.30886101;979069.5343515;1189883.3770391;1017401.5352113;1104896.1071749;1543953.7035261;2096505.1680255;1349000.0203193;1520057.5457751;1596116.4469122;1283698.8574688;1672370.7591447;1581143.4416925;1177895.738888;1795269.4616104;1303044.2443282;1449102.0811013;1718482.7404132;1523573.9642316
